seqnames	start	end	strand	transcript_id	type	source	score	phase	gene_id
chr17	3202	3576	-	ONT17_2060_2759	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_2759	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2761	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2761	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2761	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2761	intron	PacBio	NA	NA	ACTG1
chr17	2030	2267	-	ONT17_2060_2761	CDS	PacBio	NA	NA	ACTG1
chr17	2268	2380	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	2380	2433	-	ONT17_2060_2761	intron	NA	NA	NA	NA
chr17	2433	2468	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	2468	2745	-	ONT17_2060_2761	intron	NA	NA	NA	NA
chr17	2745	2984	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_2761	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2761	intron	NA	NA	NA	NA
chr17	3576	3640	-	ONT17_2060_2761	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2763	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2763	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2763	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2763	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2763	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2763	intron	PacBio	NA	NA	ACTG1
chr17	2745	2777	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	2777	2799	-	ONT17_2060_2763	intron	PacBio	NA	NA	ACTG1
chr17	2799	2984	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2763	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2763	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2763	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2763	intron	NA	NA	NA	NA
chr17	3576	3631	-	ONT17_2060_2763	UTR	NA	NA	NA	NA
chr17	813	1187	-	ONT17_2060_2766	UTR	NA	NA	NA	NA
chr17	1187	1321	-	ONT17_2060_2766	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2766	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2766	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2766	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2766	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2766	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2766	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2766	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2766	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2766	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2766	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2766	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2766	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_2766	UTR	NA	NA	NA	NA
chr17	824	1001	-	ONT17_2060_2770	UTR	NA	NA	NA	NA
chr17	1002	1155	-	ONT17_2060_2770	CDS	PacBio	NA	NA	ACTG1
chr17	1155	2224	-	ONT17_2060_2770	intron	PacBio	NA	NA	ACTG1
chr17	2224	2468	-	ONT17_2060_2770	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2770	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2770	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2770	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2770	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_2770	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2771	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2771	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2771	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2771	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2771	intron	PacBio	NA	NA	ACTG1
chr17	2030	2441	-	ONT17_2060_2771	CDS	PacBio	NA	NA	ACTG1
chr17	2442	2468	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	2468	2786	-	ONT17_2060_2771	intron	NA	NA	NA	NA
chr17	2786	2984	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_2771	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2771	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_2771	UTR	NA	NA	NA	NA
chr17	816	1171	-	ONT17_2060_2785	UTR	NA	NA	NA	NA
chr17	1171	1346	-	ONT17_2060_2785	intron	NA	NA	NA	NA
chr17	1346	1531	-	ONT17_2060_2785	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2785	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2785	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2785	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2785	intron	PacBio	NA	NA	ACTG1
chr17	2030	2156	-	ONT17_2060_2785	CDS	PacBio	NA	NA	ACTG1
chr17	2157	2215	-	ONT17_2060_2785	UTR	NA	NA	NA	NA
chr17	813	1001	-	ONT17_2060_2796	UTR	NA	NA	NA	NA
chr17	1002	1140	-	ONT17_2060_2796	CDS	PacBio	NA	NA	ACTG1
chr17	1140	2365	-	ONT17_2060_2796	intron	PacBio	NA	NA	ACTG1
chr17	2365	2468	-	ONT17_2060_2796	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2796	intron	PacBio	NA	NA	ACTG1
chr17	2745	2981	-	ONT17_2060_2796	CDS	PacBio	NA	NA	ACTG1
chr17	2982	2984	-	ONT17_2060_2796	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_2796	intron	NA	NA	NA	NA
chr17	3074	3129	-	ONT17_2060_2796	UTR	NA	NA	NA	NA
chr17	817	1586	-	ONT17_2060_2799	UTR	NA	NA	NA	NA
chr17	1587	1659	-	ONT17_2060_2799	CDS	PacBio	NA	NA	ACTG1
chr17	1659	1785	-	ONT17_2060_2799	intron	PacBio	NA	NA	ACTG1
chr17	1785	1950	-	ONT17_2060_2799	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2799	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2799	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2799	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2799	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2799	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2799	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2799	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2799	intron	NA	NA	NA	NA
chr17	3576	3640	-	ONT17_2060_2799	UTR	NA	NA	NA	NA
chr17	813	839	-	ONT17_2060_2802	UTR	NA	NA	NA	NA
chr17	839	946	-	ONT17_2060_2802	intron	NA	NA	NA	NA
chr17	946	1531	-	ONT17_2060_2802	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2802	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2802	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2802	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2802	intron	PacBio	NA	NA	ACTG1
chr17	2030	2156	-	ONT17_2060_2802	CDS	PacBio	NA	NA	ACTG1
chr17	2157	2203	-	ONT17_2060_2802	UTR	NA	NA	NA	NA
chr17	813	1140	-	ONT17_2060_2815	UTR	NA	NA	NA	NA
chr17	1140	1431	-	ONT17_2060_2815	intron	NA	NA	NA	NA
chr17	1431	1531	-	ONT17_2060_2815	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2815	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2815	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2815	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2815	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2815	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2815	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2815	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2815	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2815	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_2815	UTR	NA	NA	NA	NA
chr17	822	1531	-	ONT17_2060_2818	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2818	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2818	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2818	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2818	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2818	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2818	intron	PacBio	NA	NA	ACTG1
chr17	2745	2756	-	ONT17_2060_2818	CDS	PacBio	NA	NA	ACTG1
chr17	2757	2839	-	ONT17_2060_2818	UTR	NA	NA	NA	NA
chr17	2839	3074	-	ONT17_2060_2818	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_2818	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2818	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_2818	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2820	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2820	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2820	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2820	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2820	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2820	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2820	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2820	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2820	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2820	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2820	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2820	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3265	-	ONT17_2060_2820	UTR	NA	NA	NA	NA
chr17	3265	3576	-	ONT17_2060_2820	intron	NA	NA	NA	NA
chr17	3576	3637	-	ONT17_2060_2820	UTR	NA	NA	NA	NA
chr17	813	1188	-	ONT17_2060_2821	UTR	NA	NA	NA	NA
chr17	1188	1216	-	ONT17_2060_2821	intron	NA	NA	NA	NA
chr17	1216	1531	-	ONT17_2060_2821	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2821	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2821	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2821	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2821	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2821	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2821	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2821	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2821	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2821	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2821	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2821	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_2821	UTR	NA	NA	NA	NA
chr17	829	888	-	ONT17_2060_2823	UTR	NA	NA	NA	NA
chr17	888	951	-	ONT17_2060_2823	intron	NA	NA	NA	NA
chr17	951	1171	-	ONT17_2060_2823	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2823	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2823	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2823	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2823	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2823	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2823	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2823	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2823	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2823	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2823	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2823	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2823	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2823	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_2823	UTR	NA	NA	NA	NA
chr17	813	950	-	ONT17_2060_2824	UTR	NA	NA	NA	NA
chr17	950	992	-	ONT17_2060_2824	intron	NA	NA	NA	NA
chr17	992	1531	-	ONT17_2060_2824	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2824	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2824	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2824	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2824	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2824	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2824	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2824	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2824	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2824	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2824	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2824	intron	NA	NA	NA	NA
chr17	3576	3643	-	ONT17_2060_2824	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2825	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2825	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2825	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2825	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2825	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2825	intron	PacBio	NA	NA	ACTG1
chr17	2745	2929	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	2929	2956	-	ONT17_2060_2825	intron	PacBio	NA	NA	ACTG1
chr17	2956	2984	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2825	intron	PacBio	NA	NA	ACTG1
chr17	3074	3165	-	ONT17_2060_2825	CDS	PacBio	NA	NA	ACTG1
chr17	3166	3203	-	ONT17_2060_2825	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_2828	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2828	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2828	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2828	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2828	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2828	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2828	intron	PacBio	NA	NA	ACTG1
chr17	2745	2957	-	ONT17_2060_2828	CDS	PacBio	NA	NA	ACTG1
chr17	2957	3167	-	ONT17_2060_2828	intron	PacBio	NA	NA	ACTG1
chr17	3167	3199	-	ONT17_2060_2828	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2828	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2828	intron	NA	NA	NA	NA
chr17	3576	3639	-	ONT17_2060_2828	UTR	NA	NA	NA	NA
chr17	817	1155	-	ONT17_2060_2830	UTR	NA	NA	NA	NA
chr17	1155	1331	-	ONT17_2060_2830	intron	NA	NA	NA	NA
chr17	1331	1531	-	ONT17_2060_2830	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2830	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2830	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2830	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2830	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2830	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2830	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2830	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2830	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2830	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_2830	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_2838	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2838	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2838	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2838	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2838	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2838	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2838	intron	PacBio	NA	NA	ACTG1
chr17	2745	2867	-	ONT17_2060_2838	CDS	PacBio	NA	NA	ACTG1
chr17	2868	2918	-	ONT17_2060_2838	UTR	NA	NA	NA	NA
chr17	2918	3120	-	ONT17_2060_2838	intron	NA	NA	NA	NA
chr17	3120	3202	-	ONT17_2060_2838	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2838	intron	NA	NA	NA	NA
chr17	3576	3638	-	ONT17_2060_2838	UTR	NA	NA	NA	NA
chr17	821	1171	-	ONT17_2060_2841	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2841	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2841	UTR	NA	NA	NA	NA
chr17	1532	1659	-	ONT17_2060_2841	CDS	PacBio	NA	NA	ACTG1
chr17	1659	1753	-	ONT17_2060_2841	intron	PacBio	NA	NA	ACTG1
chr17	1753	1950	-	ONT17_2060_2841	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2841	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2841	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2841	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2841	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2841	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2841	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_2841	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2843	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2843	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_2843	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2843	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2843	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2843	intron	PacBio	NA	NA	ACTG1
chr17	2745	2918	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	2918	2943	-	ONT17_2060_2843	intron	PacBio	NA	NA	ACTG1
chr17	2943	2984	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2843	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2843	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2843	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2843	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_2843	UTR	NA	NA	NA	NA
chr17	820	1531	-	ONT17_2060_2844	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2844	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2844	intron	PacBio	NA	NA	ACTG1
chr17	1769	1951	-	ONT17_2060_2844	CDS	PacBio	NA	NA	ACTG1
chr17	1951	2030	-	ONT17_2060_2844	intron	NA	NA	NA	NA
chr17	2030	2093	-	ONT17_2060_2844	UTR	NA	NA	NA	NA
chr17	2093	2764	-	ONT17_2060_2844	intron	NA	NA	NA	NA
chr17	2764	2984	-	ONT17_2060_2844	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_2844	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_2844	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2844	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_2844	UTR	NA	NA	NA	NA
chr17	813	963	-	ONT17_2060_2846	UTR	NA	NA	NA	NA
chr17	963	988	-	ONT17_2060_2846	intron	NA	NA	NA	NA
chr17	988	1531	-	ONT17_2060_2846	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_2846	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2846	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2846	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2846	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2846	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2846	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2846	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2846	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2846	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2846	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2846	intron	NA	NA	NA	NA
chr17	3576	3640	-	ONT17_2060_2846	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_2848	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_2848	intron	NA	NA	NA	NA
chr17	1321	1970	-	ONT17_2060_2848	UTR	NA	NA	NA	NA
chr17	1971	2468	-	ONT17_2060_2848	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2848	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_2848	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_2848	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_2848	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_2848	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2848	intron	NA	NA	NA	NA
chr17	3576	3638	-	ONT17_2060_2848	UTR	NA	NA	NA	NA
chr17	817	1487	-	ONT17_2060_2853	UTR	NA	NA	NA	NA
chr17	1488	1502	-	ONT17_2060_2853	CDS	PacBio	NA	NA	ACTG1
chr17	1502	1535	-	ONT17_2060_2853	intron	PacBio	NA	NA	ACTG1
chr17	1535	1675	-	ONT17_2060_2853	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_2853	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_2853	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_2853	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_2853	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_2853	intron	PacBio	NA	NA	ACTG1
chr17	2745	2981	-	ONT17_2060_2853	CDS	PacBio	NA	NA	ACTG1
chr17	2982	2984	-	ONT17_2060_2853	UTR	NA	NA	NA	NA
chr17	2984	3070	-	ONT17_2060_2853	intron	NA	NA	NA	NA
chr17	3070	3202	-	ONT17_2060_2853	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_2853	intron	NA	NA	NA	NA
